session_id,user_id,date,duration_minutes,device_type
149,1256,2024-01-28,22.0,desktop
150,1256,10/03/2024,114.0,mobile
151,1256,01/29/2025,2.0,desktop
152,1256,2024-08-17,7.0,tablet
153,1256,2024-03-16,89.0,desktop
154,1256,06-01-2024,86.0,desktop
155,833,2024-02-01,110.0,desktop
156,1256,23-06-2024,93.0,desktop
157,1256,2024-11-14,114.0,mobile
158,1256,2024-12-14,49.0,tablet
159,1256,17-11-2024,11.0,mobile
160,1256,02/17/2024,93.0,mobile
161,1256,10/03/2024,60.0,desktop
162,1256,02/25/2024,31.0,mobile
163,1256,08/15/2024,6.0,desktop
164,1256,2024-11-05,72.0,mobile
165,1256,2025-01-13,44.0,tablet
166,1256,31-01-2025,17.0,tablet
167,1256,25-01-2025,54.0,desktop
168,1256,30-01-2024,,mobile
169,833,04-07-2024,25.0,tablet
170,1256,12-07-2024,111.0,desktop
171,1256,2024-04-06,55.0,tablet
172,1256,02/07/2024,74.0,desktop
173,1256,07/11/2024,76.0,tablet
174,1256,15-01-2024,101.0,tablet
175,833,11-05-2024,82.0,desktop
176,1256,07/16/2024,18.0,mobile
177,833,11/18/2024,13.0,desktop
178,833,2024-06-30,99.0,mobile
179,1256,20-06-2024,113.0,mobile
180,1256,07/07/2024,3.0,desktop
181,1256,,43.0,desktop
182,833,07/14/2024,14.0,tablet
183,1256,,23.0,tablet
184,833,2024-04-02,74.0,mobile
185,1256,11/27/2024,17.0,tablet
186,1256,30-11-2024,14.0,desktop
187,1256,26-02-2024,74.0,mobile
188,1256,03/22/2024,54.0,tablet
189,833,,35.0,mobile
190,833,19-11-2024,25.0,desktop
191,1256,2025-01-13,36.0,tablet
192,1256,11-08-2024,14.0,desktop
193,1256,11-01-2024,13.0,tablet
194,833,2024-11-06,91.0,desktop
195,1256,02-01-2024,70.0,desktop
196,1256,10/28/2024,115.0,tablet
197,1256,02-01-2024,,tablet
198,833,2024-08-27,42.0,desktop
199,1256,2024-04-10,54.0,desktop
200,1256,26-07-2024,10.0,mobile
201,1256,01/13/2024,85.0,desktop
202,1256,08-12-2024,120.0,mobile
203,1256,08/24/2024,35.0,tablet
204,1256,2024-09-10,68.0,mobile
205,1256,09-12-2024,49.0,mobile
206,1256,12/23/2024,61.0,tablet
207,1256,2024-02-21,10.0,desktop
208,833,06-08-2024,,tablet
209,1256,11-01-2025,6.0,mobile
210,833,06/05/2024,32.0,mobile
211,1256,,84.0,mobile
212,1256,13-04-2024,21.0,tablet
213,833,10/31/2024,,mobile
214,833,15-10-2024,81.0,mobile
215,1256,2024-10-30,24.0,desktop
216,1256,2024-06-30,62.0,tablet
217,1256,07/07/2024,50.0,desktop
218,1256,08-01-2025,56.0,desktop
219,1256,12/05/2024,20.0,tablet
220,1256,09-01-2025,73.0,tablet
221,1256,2024-11-08,11.0,desktop
222,1256,01/25/2024,79.0,tablet
223,762,08/05/2024,,tablet
224,1256,04-01-2025,20.0,tablet
225,1256,2024-08-30,80.0,
226,1256,02-03-2024,116.0,desktop
227,1256,02/27/2024,,mobile
228,833,14-05-2024,55.0,desktop
229,1256,05/24/2024,102.0,
230,1256,05/02/2024,69.0,mobile
231,1256,10-11-2024,,mobile
232,1256,19-06-2024,120.0,desktop
233,1256,20-04-2024,29.0,desktop
234,1256,16-07-2024,77.0,tablet
235,1256,2024-08-28,101.0,mobile
236,1256,2024-03-15,88.0,tablet
237,1256,2024-11-09,116.0,mobile
238,1256,07/13/2024,96.0,mobile
239,833,2024-10-22,91.0,mobile
240,1256,2024-09-08,67.0,mobile
241,1256,10/18/2024,93.0,tablet
242,833,2024-10-21,42.0,desktop
243,833,02-05-2024,83.0,mobile
244,1256,2024-11-17,66.0,desktop
245,1256,10/11/2024,44.0,desktop
246,1256,01/21/2024,61.0,mobile
247,1256,2024-09-28,84.0,tablet
248,1256,12-01-2025,61.0,tablet
249,1256,2024-07-10,40.0,mobile
250,1256,2024-06-18,69.0,desktop
251,1256,2024-03-28,90.0,
252,1256,12/11/2024,118.0,
253,833,09/08/2024,97.0,tablet
254,1256,2024-03-04,33.0,desktop
255,1256,03/21/2024,28.0,tablet
256,833,06-12-2024,74.0,tablet
257,1256,01/16/2025,119.0,tablet
258,1256,28-04-2024,11.0,tablet
259,1256,2024-03-06,54.0,tablet
260,1256,02/12/2024,112.0,mobile
261,1256,09/18/2024,65.0,mobile
262,1256,2024-01-05,54.0,mobile
263,1256,21-05-2024,15.0,desktop
264,1256,08/12/2024,116.0,mobile
265,1256,25-11-2024,47.0,mobile
266,1256,06/15/2024,37.0,mobile
267,1256,10-09-2024,58.0,mobile
268,833,2024-10-15,5.0,mobile
269,1256,2024-04-14,78.0,tablet
270,1256,12/08/2024,85.0,desktop
271,1256,11/24/2024,72.0,tablet
272,1256,06-05-2024,66.0,mobile
273,1256,2024-02-09,66.0,desktop
274,1256,09/10/2024,88.0,tablet
275,1256,2024-10-27,47.0,desktop
276,1256,2024-08-23,75.0,desktop
277,833,19-05-2024,8.0,desktop
278,1256,04/06/2024,95.0,mobile
279,1256,07/10/2024,,mobile
280,1256,2024-08-01,117.0,tablet
281,1256,2024-05-11,2.0,mobile
282,1256,02/21/2024,13.0,tablet
283,833,2024-08-23,73.0,mobile
284,1256,10/01/2024,33.0,mobile
285,1256,23-07-2024,38.0,tablet
286,833,26-04-2024,27.0,desktop
287,833,05/19/2024,22.0,desktop
288,1256,31-01-2024,30.0,mobile
289,1256,2024-06-02,102.0,desktop
290,1256,03-02-2025,76.0,desktop
291,1256,13-05-2024,90.0,tablet
292,1256,22-05-2024,63.0,desktop
293,1256,2024-01-01,6.0,desktop
294,1256,06-02-2024,30.0,tablet
295,1256,23-11-2024,21.0,desktop
296,1256,14-11-2024,30.0,desktop
297,1256,20-03-2024,27.0,desktop
298,1256,07/08/2024,112.0,desktop
299,1256,2024-06-13,109.0,desktop
300,1256,14-09-2024,53.0,mobile
301,1256,02/15/2024,102.0,tablet
302,1256,2024-01-20,34.0,tablet
303,1256,07/08/2024,8.0,desktop
304,1256,02/17/2024,12.0,desktop
305,1256,2024-12-17,27.0,mobile
306,833,06/03/2024,47.0,desktop
307,1256,05/25/2024,31.0,tablet
308,833,2024-01-02,30.0,tablet
309,1256,04/28/2024,40.0,desktop
310,1256,18-07-2024,18.0,desktop
311,1256,2024-03-27,90.0,tablet
312,1256,10/18/2024,25.0,mobile
313,1256,,25.0,mobile
314,833,02/12/2024,27.0,tablet
315,1256,2024-05-31,40.0,desktop
316,1256,2024-07-15,70.0,mobile
317,1256,11/15/2024,43.0,tablet
318,1256,05/12/2024,13.0,desktop
319,1256,04-01-2025,96.0,desktop
320,1256,2024-01-26,38.0,desktop
321,1256,2024-09-26,48.0,desktop
322,1256,10/22/2024,50.0,tablet
323,1256,04/07/2024,91.0,desktop
324,1256,12-05-2024,90.0,tablet
325,1256,13-02-2024,53.0,mobile
326,1256,2024-03-28,38.0,tablet
327,1256,02/24/2024,99.0,desktop
328,1256,02/04/2024,47.0,tablet
329,1256,11/06/2024,76.0,desktop
330,1256,2024-12-06,1.0,tablet
331,1256,06/20/2024,25.0,mobile
332,1256,21-04-2024,45.0,desktop
333,1256,07/19/2024,32.0,mobile
334,1256,2024-01-07,44.0,tablet
335,1256,2024-11-01,32.0,desktop
336,1256,08-08-2024,76.0,tablet
337,1256,12-06-2024,54.0,tablet
338,1256,27-11-2024,32.0,
339,1256,10-07-2024,27.0,mobile
340,1256,28-03-2024,105.0,mobile
341,1256,2024-06-17,77.0,mobile
342,833,04-06-2024,8.0,tablet
343,1256,13-02-2024,31.0,tablet
344,1256,25-11-2024,83.0,mobile
345,1256,2024-05-24,102.0,mobile
346,1256,11/07/2024,16.0,desktop
347,1256,2024-05-28,59.0,tablet
348,1256,2025-01-19,35.0,desktop
349,1256,09/19/2024,61.0,mobile
350,833,22-07-2024,98.0,tablet
351,1256,2024-10-24,120.0,mobile
352,1256,03/27/2024,26.0,mobile
353,1256,2024-01-03,60.0,desktop
354,1256,2024-12-29,33.0,mobile
355,833,2024-06-03,84.0,tablet
356,1256,13-11-2024,40.0,tablet
357,1256,12/25/2024,79.0,tablet
358,1256,14-09-2024,57.0,mobile
359,1256,07/19/2024,62.0,
360,1256,01-06-2024,70.0,tablet
361,1256,2024-10-04,62.0,desktop
362,1256,2024-11-03,15.0,mobile
363,1256,07/16/2024,37.0,mobile
364,1256,16-06-2024,84.0,mobile
365,1256,08/01/2024,104.0,mobile
366,762,21-12-2024,29.0,desktop
367,1256,2024-06-09,41.0,mobile
368,1256,2025-01-03,86.0,desktop
369,1256,2024-01-14,104.0,desktop
370,1256,01-02-2024,66.0,desktop
371,1256,2024-03-11,17.0,mobile
372,833,25-07-2024,6.0,tablet
373,1256,04/30/2024,12.0,desktop
374,1256,08-05-2024,84.0,mobile
375,1256,2025-01-07,62.0,mobile
376,833,06-01-2025,10.0,desktop
377,833,2024-07-21,,mobile
378,1256,2024-09-01,113.0,mobile
379,1256,2025-02-03,34.0,desktop
380,1256,,110.0,desktop
381,833,05/06/2024,44.0,mobile
382,1256,10/01/2024,114.0,mobile
383,1256,01/21/2024,19.0,tablet
384,1256,01/16/2024,101.0,mobile
385,1256,12-11-2024,62.0,mobile
386,1256,20-11-2024,,desktop
387,1256,19-01-2025,110.0,desktop
388,1256,12/27/2024,77.0,desktop
389,1256,08/28/2024,45.0,tablet
390,833,03-10-2024,101.0,mobile
391,1256,09/12/2024,32.0,tablet
392,1256,2024-02-08,20.0,mobile
393,1256,2024-06-22,20.0,tablet
394,1256,2024-12-18,20.0,tablet
395,1256,,43.0,tablet
396,1256,2024-12-23,53.0,tablet
397,833,2024-07-08,103.0,desktop
398,1256,,87.0,mobile
399,833,21-01-2025,21.0,desktop
400,833,2024-09-09,80.0,mobile
401,1256,2024-08-24,13.0,mobile
402,1256,04/03/2024,104.0,desktop
403,833,02/03/2024,35.0,tablet
404,1256,07-12-2024,10.0,mobile
405,1256,16-04-2024,104.0,mobile
406,1256,10-08-2024,99.0,desktop
407,833,29-12-2024,100.0,desktop
408,1256,10/09/2024,66.0,desktop
409,1256,22-04-2024,74.0,mobile
410,1256,2024-10-09,68.0,desktop
411,1256,18-09-2024,45.0,tablet
412,1256,14-07-2024,76.0,
413,1256,09-12-2024,82.0,desktop
414,833,23-08-2024,49.0,mobile
415,833,2024-09-21,91.0,
416,1256,2025-01-12,52.0,tablet
417,833,2024-11-29,28.0,mobile
418,1256,21-08-2024,65.0,desktop
419,1256,23-09-2024,36.0,mobile
420,1256,2024-10-23,38.0,tablet
421,1256,11-02-2024,53.0,desktop
422,1256,23-10-2024,39.0,desktop
423,1256,11-02-2024,75.0,tablet
424,1256,05/07/2024,40.0,tablet
425,833,2025-01-03,101.0,desktop
426,1256,28-08-2024,75.0,desktop
427,1256,,,desktop
428,1256,04-01-2024,115.0,mobile
429,1256,01/31/2025,117.0,desktop
430,1256,03-12-2024,92.0,desktop
431,833,2024-07-23,71.0,tablet
432,1256,08/21/2024,66.0,mobile
433,833,12/26/2024,86.0,mobile
434,1256,2024-02-06,35.0,mobile
435,1256,01/06/2024,13.0,desktop
436,1256,2024-07-02,63.0,mobile
437,1256,11-05-2024,47.0,desktop
438,1256,07/02/2024,109.0,desktop
439,1256,03/24/2024,90.0,mobile
440,1256,2024-06-21,115.0,desktop
441,833,06-04-2024,76.0,tablet
442,1256,16-06-2024,4.0,mobile
443,1256,2024-05-30,32.0,mobile
444,1256,16-04-2024,44.0,desktop
445,1256,26-02-2024,114.0,tablet
446,1256,2024-02-20,103.0,desktop
447,1256,09/11/2024,68.0,desktop
448,833,2024-12-10,92.0,mobile
449,833,2024-08-07,34.0,desktop
450,833,01-07-2024,63.0,tablet
451,1256,20-06-2024,71.0,mobile
452,1256,02/03/2024,,desktop
453,1256,2024-03-13,91.0,tablet
454,1256,03/09/2024,56.0,mobile
455,1256,06-09-2024,49.0,desktop
456,833,2024-08-26,59.0,desktop
457,1256,11-04-2024,8.0,tablet
458,1256,20-11-2024,4.0,tablet
459,1256,2024-09-21,89.0,desktop
460,1256,26-09-2024,15.0,tablet
461,833,2024-10-18,78.0,desktop
462,1256,06-06-2024,,mobile
463,1256,15-12-2024,,mobile
464,1256,2024-03-12,102.0,mobile
465,1256,03/23/2024,36.0,desktop
466,1256,10/24/2024,10.0,desktop
467,1256,2024-09-11,56.0,tablet
468,1256,05-06-2024,118.0,tablet
469,1256,2024-04-15,40.0,mobile
470,833,2024-02-23,,
471,1256,09/14/2024,80.0,tablet
472,1256,2024-05-03,,tablet
473,1256,01/09/2025,113.0,desktop
474,1256,10/24/2024,59.0,tablet
475,1256,2024-01-14,20.0,tablet
476,1256,2024-09-29,29.0,tablet
477,1256,2024-01-10,,tablet
478,1256,01-06-2024,76.0,mobile
479,1256,2025-01-01,88.0,desktop
480,1256,2024-01-23,3.0,tablet
481,1256,03/19/2024,69.0,tablet
482,1256,2024-05-09,,mobile
483,1256,2024-08-17,26.0,mobile
484,1256,05/14/2024,4.0,mobile
485,1256,20-11-2024,73.0,mobile
486,1256,16-08-2024,88.0,mobile
487,1256,2024-04-08,51.0,desktop
488,1256,24-05-2024,116.0,desktop
489,1256,2024-09-01,44.0,desktop
490,1256,2024-03-06,33.0,desktop
491,1256,11/25/2024,19.0,mobile
492,1256,2024-05-10,110.0,mobile
493,1256,06/06/2024,15.0,tablet
494,1256,01/23/2024,58.0,mobile
495,1256,2024-01-24,77.0,mobile
496,833,2024-07-21,1.0,tablet
497,1256,11/18/2024,106.0,tablet
498,1256,2024-03-03,12.0,tablet
499,1256,19-06-2024,1.0,mobile
500,1256,2024-06-04,108.0,tablet
501,1256,2024-08-29,36.0,mobile
502,1256,06-03-2024,77.0,mobile
503,1256,07/01/2024,39.0,tablet
504,1256,12/20/2024,83.0,tablet
505,1256,02/13/2024,,tablet
506,1256,2025-02-03,48.0,desktop
507,1256,26-01-2025,67.0,desktop
508,833,13-10-2024,65.0,mobile
509,833,01-01-2025,48.0,mobile
510,833,08/20/2024,112.0,desktop
511,1256,01/11/2025,114.0,desktop
512,833,2024-02-02,96.0,mobile
513,1256,25-08-2024,,mobile
514,1256,19-04-2024,84.0,mobile
515,833,29-09-2024,60.0,desktop
516,833,21-08-2024,104.0,tablet
517,1256,2024-03-23,116.0,desktop
518,1256,2024-08-31,10.0,desktop
519,1256,2024-07-03,56.0,mobile
520,833,06/12/2024,44.0,desktop
521,1256,28-07-2024,,desktop
522,1256,13-02-2024,45.0,desktop
523,1256,21-08-2024,25.0,tablet
524,1256,28-02-2024,30.0,mobile
525,1256,2024-12-17,44.0,tablet
526,1256,23-10-2024,48.0,tablet
527,1256,08-06-2024,60.0,mobile
528,1256,06-05-2024,17.0,desktop
529,1256,02/24/2024,53.0,mobile
530,1256,12-06-2024,15.0,mobile
531,833,08-04-2024,112.0,tablet
532,1256,03-10-2024,,tablet
533,833,12/04/2024,25.0,mobile
534,1256,01/17/2024,91.0,mobile
535,1256,05-06-2024,20.0,desktop
536,1256,30-04-2024,90.0,tablet
537,1256,11-02-2024,94.0,mobile
538,1256,2024-05-08,71.0,mobile
539,1256,26-04-2024,101.0,desktop
540,1256,08/03/2024,59.0,desktop
541,1256,,,desktop
542,1256,01/13/2025,40.0,tablet
543,1256,02/08/2024,117.0,desktop
544,1256,13-10-2024,,desktop
545,1256,29-01-2024,18.0,tablet
546,1256,02-07-2024,94.0,desktop
547,1256,01/03/2025,46.0,tablet
548,1256,12/10/2024,70.0,mobile
549,1256,2025-01-23,106.0,desktop
550,833,21-09-2024,64.0,tablet
551,1256,07/30/2024,51.0,mobile
552,833,14-09-2024,105.0,mobile
553,1256,2024-10-27,33.0,mobile
554,1256,2025-01-08,25.0,mobile
555,1256,2024-02-24,22.0,
556,1256,2024-08-21,6.0,mobile
557,1256,01/05/2024,92.0,desktop
558,1256,,112.0,mobile
559,1256,06/07/2024,96.0,tablet
560,1256,2024-02-04,104.0,tablet
561,1256,05/31/2024,1.0,tablet
562,833,08/15/2024,32.0,mobile
563,1256,02-10-2024,68.0,tablet
564,1256,,42.0,mobile
565,1256,2024-02-18,37.0,tablet
566,1256,08-06-2024,67.0,mobile
567,1256,2024-09-04,42.0,mobile
568,1256,05/11/2024,17.0,mobile
569,1256,2024-08-09,107.0,tablet
570,1256,06/02/2024,33.0,tablet
571,1256,12-05-2024,99.0,tablet
572,1256,2024-08-28,107.0,tablet
573,1256,2024-01-09,99.0,mobile
574,1256,2024-08-26,88.0,desktop
575,833,03/21/2024,97.0,tablet
576,1256,25-01-2024,,tablet
577,833,2024-05-30,108.0,mobile
578,1256,01/15/2024,88.0,desktop
579,833,06/06/2024,51.0,desktop
580,1256,30-01-2025,,tablet
581,1256,11/10/2024,119.0,tablet
582,1256,11-05-2024,31.0,tablet
583,1256,2024-12-13,104.0,mobile
584,1256,2024-11-23,37.0,tablet
585,1256,26-04-2024,,desktop
586,1256,08/25/2024,99.0,tablet
587,1256,14-01-2025,118.0,mobile
588,1256,2024-10-20,20.0,tablet
589,1256,2024-10-20,71.0,mobile
590,1256,01/12/2024,118.0,desktop
591,1256,2024-03-03,92.0,desktop
592,1256,2024-12-14,31.0,mobile
593,1256,09/18/2024,43.0,tablet
594,1256,2024-05-27,7.0,tablet
595,1256,02/12/2024,9.0,tablet
596,1256,12/18/2024,81.0,mobile
597,1256,19-02-2024,112.0,mobile
598,1256,03/26/2024,28.0,desktop
599,1256,02/11/2024,42.0,tablet
600,1256,05/05/2024,88.0,desktop
601,833,01/23/2025,29.0,desktop
602,1256,2025-01-08,,mobile
603,1256,14-07-2024,38.0,desktop
604,1256,15-01-2024,47.0,mobile
605,1256,2024-07-13,67.0,desktop
606,1256,28-11-2024,70.0,desktop
607,1256,2024-03-04,85.0,desktop
608,1256,2024-05-12,114.0,tablet
609,1256,28-02-2024,3.0,mobile
610,1256,14-01-2024,40.0,tablet
611,1256,2024-07-13,28.0,desktop
612,1256,06-05-2024,111.0,mobile
613,1256,2024-10-25,93.0,
614,833,01/17/2024,53.0,mobile
615,833,2024-03-31,20.0,desktop
616,1256,06/07/2024,2.0,
617,1256,08/05/2024,67.0,mobile
618,1256,05-05-2024,112.0,desktop
619,1256,12-04-2024,77.0,mobile
620,1256,03/10/2024,72.0,tablet
621,1256,2024-03-02,117.0,mobile
622,1256,25-02-2024,34.0,mobile
623,1256,26-01-2025,115.0,tablet
624,1256,11/08/2024,67.0,desktop
625,1256,03/13/2024,2.0,tablet
626,1256,13-02-2024,95.0,desktop
627,1256,06/17/2024,117.0,mobile
628,1256,01/25/2025,120.0,tablet
629,1256,03/19/2024,70.0,
630,1256,03-01-2025,39.0,desktop
631,1256,31-01-2024,38.0,tablet
632,1256,09-11-2024,114.0,mobile
633,1256,12/02/2024,29.0,mobile
634,1256,2024-04-03,22.0,mobile
635,1256,26-06-2024,80.0,tablet
636,1256,04/27/2024,22.0,mobile
637,1256,2024-12-21,80.0,tablet
638,1256,12-01-2025,43.0,mobile
639,833,2024-11-26,98.0,mobile
640,833,01/16/2024,115.0,mobile
641,1256,,49.0,mobile
642,1256,2024-06-10,114.0,tablet
643,1256,01-01-2025,97.0,mobile
644,833,26-10-2024,2.0,tablet
645,1256,11/18/2024,1.0,
646,1256,07/03/2024,77.0,desktop
647,1256,2024-05-30,90.0,mobile
648,833,23-05-2024,13.0,desktop
649,1256,09/09/2024,10.0,desktop
650,1256,05/26/2024,20.0,mobile
651,1256,15-05-2024,,tablet
652,1256,06/05/2024,14.0,mobile
653,1256,2024-01-28,,mobile
654,1256,16-07-2024,56.0,tablet
655,833,2024-09-18,96.0,mobile
656,1256,10/06/2024,107.0,mobile
657,1256,14-01-2025,112.0,desktop
658,1256,2024-07-05,95.0,desktop
659,833,2024-10-30,95.0,mobile
660,833,10/14/2024,15.0,desktop
661,1256,28-05-2024,91.0,mobile
662,1256,11-01-2024,1.0,mobile
663,1256,2024-03-03,95.0,mobile
664,1256,2024-05-10,84.0,desktop
665,1256,07/03/2024,87.0,desktop
666,1256,30-06-2024,2.0,mobile
667,1256,2024-08-10,79.0,desktop
668,1256,2024-08-10,109.0,mobile
669,1256,2024-11-10,5.0,mobile
670,1256,19-11-2024,79.0,mobile
671,1256,01/16/2024,13.0,
672,1256,2024-07-22,,mobile
673,833,23-02-2024,101.0,tablet
674,833,2024-04-13,9.0,desktop
675,1256,2025-01-31,13.0,tablet
676,833,2024-07-09,82.0,tablet
677,1256,28-04-2024,62.0,tablet
678,833,20-12-2024,118.0,mobile
679,1256,11-12-2024,112.0,tablet
680,1256,09/28/2024,86.0,tablet
681,833,03/20/2024,,desktop
682,833,2024-07-02,27.0,mobile
683,1256,05/04/2024,116.0,tablet
684,1256,12-09-2024,103.0,desktop
685,1256,10/18/2024,35.0,desktop
686,833,06/21/2024,86.0,tablet
687,1256,01/18/2025,117.0,tablet
688,1256,06/30/2024,16.0,desktop
689,833,2024-02-29,3.0,desktop
690,1256,08-04-2024,53.0,mobile
691,1256,12/29/2024,47.0,mobile
692,1256,2024-12-03,42.0,tablet
693,1256,24-02-2024,,tablet
694,1256,15-03-2024,62.0,tablet
695,1256,2024-01-13,,tablet
696,1256,04/16/2024,28.0,tablet
697,1256,03/07/2024,,mobile
698,1256,08/24/2024,70.0,tablet
699,1256,18-05-2024,11.0,desktop
700,1256,12/07/2024,114.0,desktop
701,1256,22-05-2024,16.0,tablet
702,1256,21-06-2024,109.0,desktop
703,1256,2024-02-11,50.0,tablet
704,1256,28-04-2024,104.0,tablet
705,1256,2024-03-03,93.0,desktop
706,1256,10-03-2024,105.0,tablet
707,1256,08-03-2024,,desktop
708,833,2024-03-23,4.0,mobile
709,1256,11/28/2024,24.0,mobile
710,1256,22-06-2024,109.0,desktop
711,1256,26-09-2024,59.0,tablet
712,1256,08/14/2024,,desktop
713,1256,2024-05-19,63.0,desktop
714,833,04/17/2024,22.0,desktop
715,1256,2024-04-21,88.0,mobile
716,1256,2024-08-21,2.0,tablet
717,1256,09-03-2024,52.0,tablet
718,833,20-04-2024,105.0,tablet
719,1256,17-01-2025,99.0,mobile
